"t" "age" "educ" "black" "hisp" "married" "nodegree" "moa" "re74" "re75" "re78" "reo74" "reo75"
"387" 0 17 10 0 1 0 1 22 4905.1201171875 1168.90002441406 11306.2998046875 0 0
"388" 0 26 11 1 0 0 1 21 4699.9599609375 1174.98999023438 6672.02001953125 0 0
"389" 0 29 9 1 0 0 1 14 0 1203.81994628906 9378.650390625 1 0
"390" 0 17 10 0 1 0 1 22 1203.60998535156 1239.63000488281 5088.990234375 0 0
"391" 0 22 11 1 0 0 1 22 7914.1298828125 1321.66003417969 2639.2900390625 0 0
"392" 0 24 11 1 0 0 1 23 0 1327.98999023438 9495.900390625 1 0
"393" 0 20 12 1 0 0 0 24 557.698974609375 1371.46997070312 20893.099609375 0 0
"394" 0 18 12 1 0 0 0 21 0 1405.51000976562 0 1 0
"395" 0 24 11 0 0 0 1 23 2669.72998046875 1468.38000488281 10361.7001953125 0 0
"396" 0 21 9 0 0 0 1 22 2988.40991210938 1577.17004394531 1740.19995117188 0 0
"397" 0 30 8 1 0 0 1 23 0 1706.66003417969 0 1 0
"398" 0 31 11 1 0 0 1 23 17711.900390625 1726.44995117188 0 0 0
"399" 0 17 10 0 1 0 1 22 1442.68005371094 1734.56005859375 6354.18994140625 0 0
"400" 0 19 9 1 0 0 1 23 8409.6298828125 1778.08996582031 7171 0 0
"401" 0 23 11 1 0 0 1 14 0 1896.02001953125 5573.5498046875 1 0
"402" 0 22 12 1 0 0 0 23 4380.02001953125 2003.68005371094 439.68798828125 0 0
"403" 0 29 12 1 0 0 0 23 22859.400390625 2080.2099609375 16970 0 0
"404" 0 22 10 1 0 0 1 15 0 2174.9599609375 5344.02001953125 1 0
"405" 0 29 13 1 0 0 0 24 718.2490234375 2265.580078125 2725.32006835938 0 0
"406" 0 19 11 1 0 0 1 22 721.341003417969 2445.59008789062 9772.2802734375 0 0
"407" 0 17 9 1 0 0 1 24 0 2595.27001953125 0 1 0
"408" 0 18 10 1 0 0 1 21 1716.51000976562 2682.1298828125 0 0 0
"409" 0 19 12 1 0 0 0 22 8417 2814.19995117188 1720.91003417969 0 0
"410" 0 20 6 1 0 0 1 23 6006.8798828125 2850.61010742188 0 0 0
"411" 0 33 11 1 0 0 1 21 10523.7998046875 2899.82006835938 18859.900390625 0 0
"412" 0 36 11 0 1 0 1 23 5443.72998046875 3063.8798828125 1324.5400390625 0 0
"413" 0 25 11 1 0 0 1 24 15210 3072.72998046875 284.657989501953 0 0
"414" 0 19 11 1 0 0 1 23 3504.01000976562 3285.67993164062 11195.900390625 0 0
"415" 0 23 8 1 0 0 1 21 7724.27978515625 3403.06005859375 0 0 0
"416" 0 17 11 1 0 0 1 22 4080.72998046875 3796.03002929688 0 0 0
"417" 0 43 10 1 0 0 1 23 2502.8701171875 4128.43994140625 7565.27001953125 0 0
"418" 0 26 11 1 0 1 1 24 0 4184.72998046875 0 1 0
"419" 0 27 11 1 0 1 1 24 0 4491.8798828125 0 1 0
"420" 0 19 11 1 0 0 1 24 6337.490234375 4503.06005859375 0 0 0
"421" 0 28 11 1 0 1 1 23 8593.16015625 5393.89990234375 4974.58984375 0 0
"422" 0 28 12 1 0 1 0 21 10585.099609375 5551.4599609375 12780 0 0
"423" 0 26 8 1 0 0 1 23 1126.2900390625 5562.60009765625 3523.580078125 0 0
"424" 0 31 12 1 0 0 0 24 0 5613.91015625 0 1 0
"425" 0 23 11 1 0 0 1 22 7617.35986328125 5716.41015625 10274.7998046875 0 0
"426" 0 20 12 1 0 0 0 24 7182.490234375 6004.72998046875 4779.72021484375 0 0
"427" 0 28 10 1 0 1 1 22 8293.349609375 6449.47998046875 16988.19921875 0 0
"428" 0 39 12 1 0 1 0 22 19785.30078125 6608.14013671875 499.256988525391 0 0
"429" 0 21 8 1 0 0 1 22 39570.69921875 6608.2998046875 3083.580078125 0 0
"430" 0 22 11 1 0 0 1 23 8810.0703125 6974.47998046875 3708.71997070312 0 0
"431" 0 20 11 1 0 0 1 23 8009.16015625 7666.8798828125 7659.22021484375 0 0
"432" 0 21 11 0 1 0 1 22 2992.53002929688 8920.4697265625 20857.80078125 0 0
"433" 0 23 12 0 1 0 0 21 5721.7001953125 8960.6796875 7078.18017578125 0 0
"434" 0 29 9 1 0 0 1 23 9268.9404296875 9160.6904296875 0 0 0
"435" 0 28 9 1 0 1 1 22 10222.400390625 9210.4501953125 1239.83996582031 0 0
"436" 0 30 11 1 0 1 1 24 0 9311.9404296875 3982.80004882812 1 0
"437" 0 25 10 1 0 1 1 24 13520 9319.4404296875 0 0 0
"438" 0 28 11 1 0 1 1 22 824.388977050781 10033.900390625 0 0 0
"439" 0 22 10 0 0 0 1 22 27864.400390625 10598.7001953125 7094.919921875 0 0
"440" 0 44 9 1 0 1 1 21 12260.7998046875 10857.2001953125 12359.2998046875 0 0
"441" 0 21 9 1 0 0 1 23 31886.400390625 12357.2001953125 0 0 0
"442" 0 28 11 1 0 0 1 24 17491.5 13371.2998046875 0 0 0
"443" 0 29 9 0 1 0 1 23 9594.3095703125 16341.2001953125 16900.30078125 0 0
"444" 0 25 9 1 0 1 1 22 24731.599609375 16946.599609375 7343.9599609375 0 0
"445" 0 22 10 0 0 1 1 22 25720.900390625 23032 5448.7998046875 0 0
